study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Badian1994	all	12.0	GLI1po	cmax	glimepiride	serum	HPLC	NA	NA	88.0	NA	NA	NA	21.0	NA	NA	ng/ml	NA
Badian1994	all	12.0	GLI1po	tmax	glimepiride	serum	HPLC	NA	NA	2.7	NA	NA	NA	1.4	NA	NA	hr	NA
Badian1994	all	12.0	GLI1po	auc_end	glimepiride	serum	HPLC	24.0	hr	449.0	NA	NA	NA	248.0	NA	NA	ng*hr/ml	NA
Badian1994	all	12.0	GLI1po	thalf	glimepiride	serum	HPLC	NA	NA	3.1	NA	NA	NA	1.2	NA	NA	hr	NA
Badian1994	all	12.0	GLI1po	clearance	glimepiride	serum	HPLC	NA	NA	45.0	NA	NA	NA	16.0	NA	NA	ml/min	NA
Badian1994	all	12.0	GLI1po	cmax	glimepiride-M1	serum	HPLC	NA	NA	20.0	NA	NA	NA	6.0	NA	NA	ng/ml	NA
Badian1994	all	12.0	GLI1po	tmax	glimepiride-M1	serum	HPLC	NA	NA	3.9	NA	NA	NA	1.9	NA	NA	hr	NA
Badian1994	all	12.0	GLI1po	auc_end	glimepiride-M1	serum	HPLC	24.0	hr	134.0	NA	NA	NA	46.0	NA	NA	ng*hr/ml	NA
Badian1994	all	12.0	GLI1po	thalf	glimepiride-M1	serum	HPLC	NA	NA	3.3	NA	NA	NA	1.2	NA	NA	hr	NA
Badian1994	all	12.0	GLI1po	clearance	glimepiride-M1	serum	HPLC	NA	NA	143.0	NA	NA	NA	48.0	NA	NA	ml/min	NA
Badian1994	all	12.0	GLI1iv	cmax	glimepiride	serum	HPLC	NA	NA	243.0	NA	NA	NA	33.0	NA	NA	ng/ml	NA
Badian1994	all	12.0	GLI1iv	tmax	glimepiride	serum	HPLC	NA	NA	NA	NA	NA	NA	NA	NA	NA	hr	NA
Badian1994	all	12.0	GLI1iv	auc_end	glimepiride	serum	HPLC	24.0	hr	412.0	NA	NA	NA	184.0	NA	NA	ng*hr/ml	NA
Badian1994	all	12.0	GLI1iv	thalf	glimepiride	serum	HPLC	NA	NA	3.4	NA	NA	NA	2.0	NA	NA	hr	NA
Badian1994	all	12.0	GLI1iv	clearance	glimepiride	serum	HPLC	NA	NA	48.0	NA	NA	NA	20.0	NA	NA	ml/min	NA
Badian1994	all	12.0	GLI1iv	cmax	glimepiride-M1	serum	HPLC	NA	NA	24.0	NA	NA	NA	5.0	NA	NA	ng/ml	NA
Badian1994	all	12.0	GLI1iv	tmax	glimepiride-M1	serum	HPLC	NA	NA	1.6	NA	NA	NA	0.4	NA	NA	hr	NA
Badian1994	all	12.0	GLI1iv	auc_end	glimepiride-M1	serum	HPLC	24.0	hr	115.0	NA	NA	NA	39.0	NA	NA	ng*hr/ml	NA
Badian1994	all	12.0	GLI1iv	thalf	glimepiride-M1	serum	HPLC	NA	NA	2.7	NA	NA	NA	1.0	NA	NA	hr	NA
Badian1994	all	12.0	GLI1iv	clearance	glimepiride-M1	serum	HPLC	NA	NA	175.0	NA	NA	NA	94.0	NA	NA	ml/min	NA
