study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Choi2014	all	23.0	GLI4, GEM50	cmax	gemigliptin	plasma	LC MS/MS	NA	NA	81.37	NA	NA	NA	18.66	NA	22.93	ng/ml	cmax steady state
Choi2014	all	23.0	GLI4, GEM50	auc_end	gemigliptin	plasma	LC MS/MS	24.0	hr	799.26	NA	NA	NA	133.9	NA	16.75	ng/ml*hr	AUC end steady state
Choi2014	all	23.0	GLI4, GEM50	tmax	gemigliptin	plasma	LC MS/MS	NA	NA	NA	3.0	0.5	3.0	NA	NA	53.27	hr	NA
Choi2014	all	23.0	GLI4, GEM50	thalf	gemigliptin	plasma	LC MS/MS	NA	NA	10.45	NA	NA	NA	0.09	NA	0.83	hr	NA
Choi2014	all	23.0	GEM50	cmax	gemigliptin	plasma	LC MS/MS	NA	NA	80.17	NA	NA	NA	15.67	NA	19.55	ng/ml	cmax steady state
Choi2014	all	23.0	GEM50	auc_end	gemigliptin	plasma	LC MS/MS	24.0	hr	797.93	NA	NA	NA	122.08	NA	15.3	ng/ml*hr	AUC end steady state
Choi2014	all	23.0	GEM50	tmax	gemigliptin	plasma	LC MS/MS	NA	NA	NA	1.52	0.5	6.0	NA	NA	73.4	hr	NA
Choi2014	all	23.0	GEM50	thalf	gemigliptin	plasma	LC MS/MS	NA	NA	8.77	NA	NA	NA	0.79	NA	9.05	hr	NA
Choi2014	all	23.0	GLI4, GEM50	cmax	LC15-0636	plasma	LC MS/MS	NA	NA	17.83	NA	NA	NA	3.99	NA	23.37	ng/ml	cmax steady state
Choi2014	all	23.0	GLI4, GEM50	auc_end	LC15-0636	plasma	LC MS/MS	24.0	hr	247.55	NA	NA	NA	36.35	NA	14.68	ng/ml*hr	AUC end steady state
Choi2014	all	23.0	GLI4, GEM50	tmax	LC15-0636	plasma	LC MS/MS	NA	NA	NA	4.0	1.0	5.0	NA	NA	48.02	hr	NA
Choi2014	all	23.0	GLI4, GEM50	thalf	LC15-0636	plasma	LC MS/MS	NA	NA	9.16	NA	NA	NA	0.12	NA	1.34	hr	NA
Choi2014	all	23.0	GLI4, GEM50	auc_ratio	LC15-0636/gemigliptin	plasma	LC MS/MS	NA	NA	0.3	NA	NA	NA	0.05	NA	17.8	ng/ml*hr	NA
Choi2014	all	23.0	GEM50	cmax	LC15-0636	plasma	LC MS/MS	NA	NA	17.71	NA	NA	NA	4.45	NA	25.12	ng/ml	cmax steady state
Choi2014	all	23.0	GEM50	auc_end	LC15-0636	plasma	LC MS/MS	24.0	hr	233.32	NA	NA	NA	34.24	NA	14.67	ng/ml*hr	AUC end steady state
