study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Shukla2004	normal	14.0	GLI8	cmax	glimepiride	plasma	LC MS/MS	NA	NA	547.0	NA	NA	NA	218.0	NA	NA	ng/ml	NA
Shukla2004	normal	14.0	GLI8	tmax	glimepiride	plasma	LC MS/MS	NA	NA	2.89	NA	NA	NA	0.9	NA	NA	hr	NA
Shukla2004	normal	14.0	GLI8	auc_end	glimepiride	plasma	LC MS/MS	24.0	hr	3205.0	NA	NA	NA	1033.0	NA	NA	ng*hr/ml	NA
Shukla2004	normal	14.0	GLI8	auc_inf	glimepiride	plasma	LC MS/MS	NA	NA	4004.0	NA	NA	NA	1319.0	NA	NA	ng*hr/ml	NA
Shukla2004	normal	14.0	GLI8	thalf	glimepiride	plasma	LC MS/MS	NA	NA	12.6	8.82	2.8	54.85	12.8	NA	NA	hr	NA
Shukla2004	obese	14.0	GLI8	cmax	glimepiride	plasma	LC MS/MS	NA	NA	410.0	NA	NA	NA	124.0	NA	NA	ng/ml	NA
Shukla2004	obese	14.0	GLI8	tmax	glimepiride	plasma	LC MS/MS	NA	NA	2.9	NA	NA	NA	0.89	NA	NA	hr	NA
Shukla2004	obese	14.0	GLI8	auc_end	glimepiride	plasma	LC MS/MS	24.0	hr	2818.0	NA	NA	NA	1112.0	NA	NA	ng*hr/ml	NA
Shukla2004	obese	14.0	GLI8	auc_inf	glimepiride	plasma	LC MS/MS	NA	NA	3281.0	NA	NA	NA	1362.0	NA	NA	ng*hr/ml	NA
Shukla2004	obese	14.0	GLI8	thalf	glimepiride	plasma	LC MS/MS	NA	NA	8.89	8.18	2.5	16.58	3.91	NA	NA	hr	NA
Shukla2004	normal	14.0	GLI8	cmax	glimepiride-M1	plasma	LC MS/MS	NA	NA	180.0	NA	NA	NA	63.0	NA	NA	ng/ml	NA
Shukla2004	normal	14.0	GLI8	tmax	glimepiride-M1	plasma	LC MS/MS	NA	NA	4.5	NA	NA	NA	0.78	NA	NA	hr	NA
Shukla2004	normal	14.0	GLI8	auc_end	glimepiride-M1	plasma	LC MS/MS	24.0	hr	1514.0	NA	NA	NA	573.0	NA	NA	ng*hr/ml	NA
Shukla2004	normal	14.0	GLI8	auc_inf	glimepiride-M1	plasma	LC MS/MS	NA	NA	1887.0	NA	NA	NA	754.0	NA	NA	ng*hr/ml	NA
Shukla2004	normal	14.0	GLI8	thalf	glimepiride-M1	plasma	LC MS/MS	NA	NA	9.76	NA	NA	NA	3.24	NA	NA	hr	NA
Shukla2004	obese	14.0	GLI8	cmax	glimepiride-M1	plasma	LC MS/MS	NA	NA	135.0	NA	NA	NA	52.0	NA	NA	ng/ml	NA
Shukla2004	obese	14.0	GLI8	tmax	glimepiride-M1	plasma	LC MS/MS	NA	NA	4.33	NA	NA	NA	0.82	NA	NA	hr	NA
Shukla2004	obese	14.0	GLI8	auc_end	glimepiride-M1	plasma	LC MS/MS	24.0	hr	1253.0	NA	NA	NA	344.0	NA	NA	ng*hr/ml	NA
Shukla2004	obese	14.0	GLI8	auc_inf	glimepiride-M1	plasma	LC MS/MS	NA	NA	1686.0	NA	NA	NA	476.0	NA	NA	ng*hr/ml	NA
Shukla2004	obese	14.0	GLI8	thalf	glimepiride-M1	plasma	LC MS/MS	NA	NA	11.6	NA	NA	NA	5.2	NA	NA	hr	NA
Shukla2004	normal	14.0	GLI8	cmax	glimepiride-M2	plasma	LC MS/MS	NA	NA	50.3	NA	NA	NA	15.7	NA	NA	ng/ml	NA
Shukla2004	normal	14.0	GLI8	tmax	glimepiride-M2	plasma	LC MS/MS	NA	NA	5.0	NA	NA	NA	1.14	NA	NA	hr	NA
Shukla2004	normal	14.0	GLI8	auc_end	glimepiride-M2	plasma	LC MS/MS	24.0	hr	454.0	NA	NA	NA	130.0	NA	NA	ng*hr/ml	NA
Shukla2004	normal	14.0	GLI8	auc_inf	glimepiride-M2	plasma	LC MS/MS	NA	NA	549.0	NA	NA	NA	212.0	NA	NA	ng*hr/ml	NA
Shukla2004	normal	14.0	GLI8	thalf	glimepiride-M2	plasma	LC MS/MS	NA	NA	7.09	NA	NA	NA	3.89	NA	NA	hr	NA
Shukla2004	obese	14.0	GLI8	cmax	glimepiride-M2	plasma	LC MS/MS	NA	NA	36.5	NA	NA	NA	14.7	NA	NA	ng/ml	NA
Shukla2004	obese	14.0	GLI8	tmax	glimepiride-M2	plasma	LC MS/MS	NA	NA	5.36	NA	NA	NA	1.45	NA	NA	hr	NA
Shukla2004	obese	14.0	GLI8	auc_end	glimepiride-M2	plasma	LC MS/MS	24.0	hr	316.0	NA	NA	NA	119.0	NA	NA	ng*hr/ml	NA
Shukla2004	obese	14.0	GLI8	auc_inf	glimepiride-M2	plasma	LC MS/MS	NA	NA	383.0	NA	NA	NA	211.0	NA	NA	ng*hr/ml	NA
Shukla2004	obese	14.0	GLI8	thalf	glimepiride-M2	plasma	LC MS/MS	NA	NA	7.09	NA	NA	NA	4.87	NA	NA	hr	NA
