study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	0.25	hr	NA	6.91	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	0.5	hr	NA	20.7	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	0.75	hr	NA	28.06	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	1.0	hr	NA	40.16	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	1.5	hr	NA	62.01	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	2.0	hr	NA	84.97	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	2.5	hr	NA	89.71	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	3.0	hr	NA	64.76	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	3.5	hr	NA	48.83	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	4.0	hr	NA	38.45	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	6.0	hr	NA	16.84	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	8.0	hr	NA	11.39	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	10.0	hr	NA	8.59	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	12.0	hr	NA	9.79	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	14.0	hr	NA	8.4	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI1	concentration	glimepiride	serum	HPLC	glimepiride_GLI1	16.0	hr	NA	5.94	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	0.25	hr	NA	5.87	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	0.5	hr	NA	23.08	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	0.75	hr	NA	53.26	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	1.0	hr	NA	78.75	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	1.5	hr	NA	131.2	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	2.0	hr	NA	152.74	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	2.5	hr	NA	164.81	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	3.0	hr	NA	122.92	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	3.5	hr	NA	89.71	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	4.0	hr	NA	68.38	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	6.0	hr	NA	31.97	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	8.0	hr	NA	20.48	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	10.0	hr	NA	14.47	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	12.0	hr	NA	10.91	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	14.0	hr	NA	8.5	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	16.0	hr	NA	14.95	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	20.0	hr	NA	6.84	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI2	concentration	glimepiride	serum	HPLC	glimepiride_GLI2	24.0	hr	NA	5.75	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI4	concentration	glimepiride	serum	HPLC	glimepiride_GLI4	0.25	hr	NA	23.84	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI4	concentration	glimepiride	serum	HPLC	glimepiride_GLI4	0.5	hr	NA	52.12	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI4	concentration	glimepiride	serum	HPLC	glimepiride_GLI4	0.75	hr	NA	104.44	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI4	concentration	glimepiride	serum	HPLC	glimepiride_GLI4	1.0	hr	NA	159.53	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI4	concentration	glimepiride	serum	HPLC	glimepiride_GLI4	1.5	hr	NA	216.22	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI4	concentration	glimepiride	serum	HPLC	glimepiride_GLI4	2.0	hr	NA	257.26	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI4	concentration	glimepiride	serum	HPLC	glimepiride_GLI4	2.5	hr	NA	293.08	NA	NA	NA	ng/ml	NA
Malerczyk1994	NA	all	12.0	GLI4	concentration	glimepiride	serum	HPLC	glimepiride_GLI4	3.0	hr	NA	218.59	NA	NA	NA	ng/ml	NA
